identifier,name,url
R-HSA-170145,Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes,http://identifiers.org/reactome/R-HSA-170145
R-HSA-170660,Adenylate cyclase activating pathway,http://identifiers.org/reactome/R-HSA-170660
R-HSA-170670,Adenylate cyclase inhibitory pathway,http://identifiers.org/reactome/R-HSA-170670
R-HSA-170822,Regulation of Glucokinase by Glucokinase Regulatory Protein,http://identifiers.org/reactome/R-HSA-170822
R-HSA-170968,Frs2-mediated activation,http://identifiers.org/reactome/R-HSA-170968
R-HSA-170984,ARMS-mediated activation,http://identifiers.org/reactome/R-HSA-170984
R-HSA-171007,p38MAPK events,http://identifiers.org/reactome/R-HSA-171007
R-HSA-171286,Synthesis and processing of ENV and VPU,http://identifiers.org/reactome/R-HSA-171286
R-HSA-171306,Packaging Of Telomere Ends,http://identifiers.org/reactome/R-HSA-171306
R-HSA-171319,Telomere Extension By Telomerase,http://identifiers.org/reactome/R-HSA-171319
R-HSA-173107,Binding and entry of HIV virion,http://identifiers.org/reactome/R-HSA-173107
R-HSA-173599,"Formation of the active cofactor, UDP-glucuronate",http://identifiers.org/reactome/R-HSA-173599
R-HSA-173623,Classical antibody-mediated complement activation,http://identifiers.org/reactome/R-HSA-173623
R-HSA-173736,Alternative complement activation,http://identifiers.org/reactome/R-HSA-173736
R-HSA-174048,APC/C:Cdc20 mediated degradation of Cyclin B,http://identifiers.org/reactome/R-HSA-174048
R-HSA-174084,Autodegradation of Cdh1 by Cdh1:APC/C,http://identifiers.org/reactome/R-HSA-174084
R-HSA-174113,SCF-beta-TrCP mediated degradation of Emi1,http://identifiers.org/reactome/R-HSA-174113
R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin,http://identifiers.org/reactome/R-HSA-174154
R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,http://identifiers.org/reactome/R-HSA-174178
R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,http://identifiers.org/reactome/R-HSA-174184
R-HSA-174362,Transport and synthesis of PAPS,http://identifiers.org/reactome/R-HSA-174362
R-HSA-174403,Glutathione synthesis and recycling,http://identifiers.org/reactome/R-HSA-174403
R-HSA-174411,Polymerase switching on the C-strand of the telomere,http://identifiers.org/reactome/R-HSA-174411
R-HSA-174414,Processive synthesis on the C-strand of the telomere,http://identifiers.org/reactome/R-HSA-174414
R-HSA-174417,Telomere C-strand (Lagging Strand) Synthesis,http://identifiers.org/reactome/R-HSA-174417
R-HSA-174430,Telomere C-strand synthesis initiation,http://identifiers.org/reactome/R-HSA-174430
R-HSA-174437,Removal of the Flap Intermediate from the C-strand,http://identifiers.org/reactome/R-HSA-174437
R-HSA-174490,Membrane binding and targetting of GAG proteins,http://identifiers.org/reactome/R-HSA-174490
R-HSA-174577,Activation of C3 and C5,http://identifiers.org/reactome/R-HSA-174577
R-HSA-175474,Assembly Of The HIV Virion,http://identifiers.org/reactome/R-HSA-175474
R-HSA-175567,Integration of viral DNA into host genomic DNA,http://identifiers.org/reactome/R-HSA-175567
R-HSA-176034,Interactions of Tat with host cellular proteins,http://identifiers.org/reactome/R-HSA-176034
R-HSA-176187,Activation of ATR in response to replication stress,http://identifiers.org/reactome/R-HSA-176187
R-HSA-176407,Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,http://identifiers.org/reactome/R-HSA-176407
R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,http://identifiers.org/reactome/R-HSA-176408
R-HSA-176412,Phosphorylation of the APC/C,http://identifiers.org/reactome/R-HSA-176412
R-HSA-176417,Phosphorylation of Emi1,http://identifiers.org/reactome/R-HSA-176417
R-HSA-176974,Unwinding of DNA,http://identifiers.org/reactome/R-HSA-176974
R-HSA-177128,Conjugation of salicylate with glycine,http://identifiers.org/reactome/R-HSA-177128
R-HSA-177135,Conjugation of benzoate with glycine,http://identifiers.org/reactome/R-HSA-177135
R-HSA-177162,Conjugation of phenylacetate with glutamine,http://identifiers.org/reactome/R-HSA-177162
R-HSA-177504,Retrograde neurotrophin signalling,http://identifiers.org/reactome/R-HSA-177504
R-HSA-177929,Signaling by EGFR,http://identifiers.org/reactome/R-HSA-177929
R-HSA-179409,APC-Cdc20 mediated degradation of Nek2A,http://identifiers.org/reactome/R-HSA-179409
R-HSA-179812,GRB2 events in EGFR signaling,http://identifiers.org/reactome/R-HSA-179812
R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,http://identifiers.org/reactome/R-HSA-1799339
R-HSA-180024,DARPP-32 events,http://identifiers.org/reactome/R-HSA-180024
R-HSA-180292,GAB1 signalosome,http://identifiers.org/reactome/R-HSA-180292
R-HSA-180336,SHC1 events in EGFR signaling,http://identifiers.org/reactome/R-HSA-180336
R-HSA-180534,Vpu mediated degradation of CD4,http://identifiers.org/reactome/R-HSA-180534
R-HSA-180585,Vif-mediated degradation of APOBEC3G,http://identifiers.org/reactome/R-HSA-180585
R-HSA-180689,APOBEC3G mediated resistance to HIV-1 infection,http://identifiers.org/reactome/R-HSA-180689
R-HSA-180746,Nuclear import of Rev protein,http://identifiers.org/reactome/R-HSA-180746
R-HSA-180897,Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization,http://identifiers.org/reactome/R-HSA-180897
R-HSA-180910,Vpr-mediated nuclear import of PICs,http://identifiers.org/reactome/R-HSA-180910
R-HSA-1810476,RIP-mediated NFkB activation via ZBP1,http://identifiers.org/reactome/R-HSA-1810476
R-HSA-181429,Serotonin Neurotransmitter Release Cycle,http://identifiers.org/reactome/R-HSA-181429
R-HSA-181430,Norepinephrine Neurotransmitter Release Cycle,http://identifiers.org/reactome/R-HSA-181430
R-HSA-182218,Nef Mediated CD8 Down-regulation,http://identifiers.org/reactome/R-HSA-182218
R-HSA-182971,EGFR downregulation,http://identifiers.org/reactome/R-HSA-182971
R-HSA-1834941,STING mediated induction of host immune responses,http://identifiers.org/reactome/R-HSA-1834941
R-HSA-1834949,Cytosolic sensors of pathogen-associated DNA,http://identifiers.org/reactome/R-HSA-1834949
R-HSA-1839117,Signaling by cytosolic FGFR1 fusion mutants,http://identifiers.org/reactome/R-HSA-1839117
R-HSA-1839120,Signaling by FGFR1 amplification mutants,http://identifiers.org/reactome/R-HSA-1839120
R-HSA-1839122,Signaling by activated point mutants of FGFR1,http://identifiers.org/reactome/R-HSA-1839122
R-HSA-1839128,FGFR4 mutant receptor activation,http://identifiers.org/reactome/R-HSA-1839128
R-HSA-1839130,Signaling by activated point mutants of FGFR3,http://identifiers.org/reactome/R-HSA-1839130
R-HSA-1855167,Synthesis of pyrophosphates in the cytosol,http://identifiers.org/reactome/R-HSA-1855167
R-HSA-1855183,"Synthesis of IP2, IP, and Ins in the cytosol",http://identifiers.org/reactome/R-HSA-1855183
R-HSA-1855191,Synthesis of IPs in the nucleus,http://identifiers.org/reactome/R-HSA-1855191
R-HSA-1855204,Synthesis of IP3 and IP4 in the cytosol,http://identifiers.org/reactome/R-HSA-1855204
R-HSA-1855231,Synthesis of IPs in the ER lumen,http://identifiers.org/reactome/R-HSA-1855231
R-HSA-186763,Downstream signal transduction,http://identifiers.org/reactome/R-HSA-186763
R-HSA-186797,Signaling by PDGF,http://identifiers.org/reactome/R-HSA-186797
R-HSA-187024,NGF-independant TRKA activation,http://identifiers.org/reactome/R-HSA-187024
R-HSA-187042,TRKA activation by NGF,http://identifiers.org/reactome/R-HSA-187042
R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,http://identifiers.org/reactome/R-HSA-187577
R-HSA-187706,Signalling to p38 via RIT and RIN,http://identifiers.org/reactome/R-HSA-187706
R-HSA-189085,Digestion of dietary carbohydrate,http://identifiers.org/reactome/R-HSA-189085
R-HSA-189200,Cellular hexose transport,http://identifiers.org/reactome/R-HSA-189200
R-HSA-189451,Heme biosynthesis,http://identifiers.org/reactome/R-HSA-189451
R-HSA-189483,Heme degradation,http://identifiers.org/reactome/R-HSA-189483
R-HSA-190322,FGFR4 ligand binding and activation,http://identifiers.org/reactome/R-HSA-190322
R-HSA-190370,FGFR1b ligand binding and activation,http://identifiers.org/reactome/R-HSA-190370
R-HSA-190371,FGFR3b ligand binding and activation,http://identifiers.org/reactome/R-HSA-190371
R-HSA-190372,FGFR3c ligand binding and activation,http://identifiers.org/reactome/R-HSA-190372
R-HSA-190373,FGFR1c ligand binding and activation,http://identifiers.org/reactome/R-HSA-190373
R-HSA-190374,FGFR1c and Klotho ligand binding and activation,http://identifiers.org/reactome/R-HSA-190374
R-HSA-190375,FGFR2c ligand binding and activation,http://identifiers.org/reactome/R-HSA-190375
R-HSA-190377,FGFR2b ligand binding and activation,http://identifiers.org/reactome/R-HSA-190377
R-HSA-190704,Oligomerization of connexins into connexons,http://identifiers.org/reactome/R-HSA-190704
R-HSA-190840,Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,http://identifiers.org/reactome/R-HSA-190840
R-HSA-190861,Gap junction assembly,http://identifiers.org/reactome/R-HSA-190861
R-HSA-190872,Transport of connexons to the plasma membrane,http://identifiers.org/reactome/R-HSA-190872
R-HSA-190873,Gap junction degradation,http://identifiers.org/reactome/R-HSA-190873
R-HSA-1912399,Pre-NOTCH Processing in the Endoplasmic Reticulum,http://identifiers.org/reactome/R-HSA-1912399
R-HSA-1912408,Pre-NOTCH Transcription and Translation,http://identifiers.org/reactome/R-HSA-1912408
R-HSA-1912420,Pre-NOTCH Processing in Golgi,http://identifiers.org/reactome/R-HSA-1912420
R-HSA-191273,Cholesterol biosynthesis,http://identifiers.org/reactome/R-HSA-191273
R-HSA-191650,Regulation of gap junction activity,http://identifiers.org/reactome/R-HSA-191650
R-HSA-191859,snRNP Assembly,http://identifiers.org/reactome/R-HSA-191859
R-HSA-192105,Synthesis of bile acids and bile salts,http://identifiers.org/reactome/R-HSA-192105
R-HSA-192456,Digestion of dietary lipid,http://identifiers.org/reactome/R-HSA-192456
R-HSA-192823,Viral mRNA Translation,http://identifiers.org/reactome/R-HSA-192823
R-HSA-192905,vRNP Assembly,http://identifiers.org/reactome/R-HSA-192905
R-HSA-193048,Androgen biosynthesis,http://identifiers.org/reactome/R-HSA-193048
R-HSA-193144,Estrogen biosynthesis,http://identifiers.org/reactome/R-HSA-193144
R-HSA-193368,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,http://identifiers.org/reactome/R-HSA-193368
R-HSA-193634,Axonal growth inhibition (RHOA activation),http://identifiers.org/reactome/R-HSA-193634
R-HSA-193648,NRAGE signals death through JNK,http://identifiers.org/reactome/R-HSA-193648
R-HSA-193670,p75NTR negatively regulates cell cycle via SC1,http://identifiers.org/reactome/R-HSA-193670
R-HSA-193681,Ceramide signalling,http://identifiers.org/reactome/R-HSA-193681
R-HSA-193692,Regulated proteolysis of p75NTR,http://identifiers.org/reactome/R-HSA-193692
R-HSA-193775,Synthesis of bile acids and bile salts via 24-hydroxycholesterol,http://identifiers.org/reactome/R-HSA-193775
R-HSA-193807,Synthesis of bile acids and bile salts via 27-hydroxycholesterol,http://identifiers.org/reactome/R-HSA-193807
R-HSA-193993,Mineralocorticoid biosynthesis,http://identifiers.org/reactome/R-HSA-193993
R-HSA-194002,Glucocorticoid biosynthesis,http://identifiers.org/reactome/R-HSA-194002
R-HSA-194306,Neurophilin interactions with VEGF and VEGFR,http://identifiers.org/reactome/R-HSA-194306
R-HSA-194313,VEGF ligand-receptor interactions,http://identifiers.org/reactome/R-HSA-194313
R-HSA-194840,Rho GTPase cycle,http://identifiers.org/reactome/R-HSA-194840
R-HSA-195253,Degradation of beta-catenin by the destruction complex,http://identifiers.org/reactome/R-HSA-195253
R-HSA-195399,VEGF binds to VEGFR leading to receptor dimerization,http://identifiers.org/reactome/R-HSA-195399
R-HSA-196025,Formation of annular gap junctions,http://identifiers.org/reactome/R-HSA-196025
R-HSA-196108,Pregnenolone biosynthesis,http://identifiers.org/reactome/R-HSA-196108
R-HSA-196299,Beta-catenin phosphorylation cascade,http://identifiers.org/reactome/R-HSA-196299
R-HSA-1963640,GRB2 events in ERBB2 signaling,http://identifiers.org/reactome/R-HSA-1963640
R-HSA-1963642,PI3K events in ERBB2 signaling,http://identifiers.org/reactome/R-HSA-1963642
R-HSA-196741,"Cobalamin (Cbl, vitamin B12) transport and metabolism",http://identifiers.org/reactome/R-HSA-196741
R-HSA-196757,Metabolism of folate and pterines,http://identifiers.org/reactome/R-HSA-196757
R-HSA-196780,Biotin transport and metabolism,http://identifiers.org/reactome/R-HSA-196780
R-HSA-196783,Coenzyme A biosynthesis,http://identifiers.org/reactome/R-HSA-196783
R-HSA-196791,Vitamin D (calciferol) metabolism,http://identifiers.org/reactome/R-HSA-196791
R-HSA-196807,Nicotinate metabolism,http://identifiers.org/reactome/R-HSA-196807
R-HSA-196819,Vitamin B1 (thiamin) metabolism,http://identifiers.org/reactome/R-HSA-196819
R-HSA-196836,Vitamin C (ascorbate) metabolism,http://identifiers.org/reactome/R-HSA-196836
R-HSA-196843,Vitamin B2 (riboflavin) metabolism,http://identifiers.org/reactome/R-HSA-196843
R-HSA-1971475,A tetrasaccharide linker sequence is required for GAG synthesis,http://identifiers.org/reactome/R-HSA-1971475
R-HSA-197264,Nicotinamide salvaging,http://identifiers.org/reactome/R-HSA-197264
R-HSA-198203,PI3K/AKT activation,http://identifiers.org/reactome/R-HSA-198203
R-HSA-198323,AKT phosphorylates targets in the cytosol,http://identifiers.org/reactome/R-HSA-198323
R-HSA-198693,AKT phosphorylates targets in the nucleus,http://identifiers.org/reactome/R-HSA-198693
R-HSA-198745,Signalling to STAT3,http://identifiers.org/reactome/R-HSA-198745
R-HSA-198753,ERK/MAPK targets,http://identifiers.org/reactome/R-HSA-198753
R-HSA-198765,Signalling to ERK5,http://identifiers.org/reactome/R-HSA-198765
R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,http://identifiers.org/reactome/R-HSA-198933
R-HSA-1989781,PPARA activates gene expression,http://identifiers.org/reactome/R-HSA-1989781
R-HSA-199220,Vitamin B5 (pantothenate) metabolism,http://identifiers.org/reactome/R-HSA-199220
R-HSA-199418,Negative regulation of the PI3K/AKT network,http://identifiers.org/reactome/R-HSA-199418
R-HSA-199920,CREB phosphorylation,http://identifiers.org/reactome/R-HSA-199920
R-HSA-199992,trans-Golgi Network Vesicle Budding,http://identifiers.org/reactome/R-HSA-199992
R-HSA-200425,Import of palmitoyl-CoA into the mitochondrial matrix,http://identifiers.org/reactome/R-HSA-200425
R-HSA-201451,Signaling by BMP,http://identifiers.org/reactome/R-HSA-201451
R-HSA-201681,TCF dependent signaling in response to WNT,http://identifiers.org/reactome/R-HSA-201681
R-HSA-201688,WNT mediated activation of DVL,http://identifiers.org/reactome/R-HSA-201688
R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,http://identifiers.org/reactome/R-HSA-201722
R-HSA-202040,G-protein activation,http://identifiers.org/reactome/R-HSA-202040
R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,http://identifiers.org/reactome/R-HSA-2022090
R-HSA-2022377,Metabolism of Angiotensinogen to Angiotensins,http://identifiers.org/reactome/R-HSA-2022377
R-HSA-2022854,Keratan sulfate biosynthesis,http://identifiers.org/reactome/R-HSA-2022854
R-HSA-2022857,Keratan sulfate degradation,http://identifiers.org/reactome/R-HSA-2022857
R-HSA-2022870,Chondroitin sulfate biosynthesis,http://identifiers.org/reactome/R-HSA-2022870
R-HSA-2022923,Dermatan sulfate biosynthesis,http://identifiers.org/reactome/R-HSA-2022923
R-HSA-2022928,HS-GAG biosynthesis,http://identifiers.org/reactome/R-HSA-2022928
R-HSA-2023837,Signaling by FGFR2 amplification mutants,http://identifiers.org/reactome/R-HSA-2023837
R-HSA-2024096,HS-GAG degradation,http://identifiers.org/reactome/R-HSA-2024096
R-HSA-2024101,CS/DS degradation,http://identifiers.org/reactome/R-HSA-2024101
R-HSA-202424,Downstream TCR signaling,http://identifiers.org/reactome/R-HSA-202424
R-HSA-202427,Phosphorylation of CD3 and TCR zeta chains,http://identifiers.org/reactome/R-HSA-202427
R-HSA-202430,Translocation of ZAP-70 to Immunological synapse,http://identifiers.org/reactome/R-HSA-202430
R-HSA-202433,Generation of second messenger molecules,http://identifiers.org/reactome/R-HSA-202433
R-HSA-2025928,Calcineurin activates NFAT,http://identifiers.org/reactome/R-HSA-2025928
R-HSA-202670,ERKs are inactivated,http://identifiers.org/reactome/R-HSA-202670
R-HSA-202733,Cell surface interactions at the vascular wall,http://identifiers.org/reactome/R-HSA-202733
R-HSA-2028269,Signaling by Hippo,http://identifiers.org/reactome/R-HSA-2028269
R-HSA-2029481,FCGR activation,http://identifiers.org/reactome/R-HSA-2029481
R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,http://identifiers.org/reactome/R-HSA-2029482
R-HSA-2029485,Role of phospholipids in phagocytosis,http://identifiers.org/reactome/R-HSA-2029485
R-HSA-2032785,YAP1- and WWTR1 (TAZ)-stimulated gene expression,http://identifiers.org/reactome/R-HSA-2032785
R-HSA-2033515,t(4;14) translocations of FGFR3,http://identifiers.org/reactome/R-HSA-2033515
R-HSA-2033519,Activated point mutants of FGFR2,http://identifiers.org/reactome/R-HSA-2033519
R-HSA-203615,eNOS activation,http://identifiers.org/reactome/R-HSA-203615
R-HSA-203641,NOSTRIN mediated eNOS trafficking,http://identifiers.org/reactome/R-HSA-203641
R-HSA-203754,NOSIP mediated eNOS trafficking,http://identifiers.org/reactome/R-HSA-203754
R-HSA-203927,MicroRNA (miRNA) biogenesis,http://identifiers.org/reactome/R-HSA-203927
R-HSA-204005,COPII-mediated vesicle transport,http://identifiers.org/reactome/R-HSA-204005
R-HSA-204174,Regulation of pyruvate dehydrogenase (PDH) complex,http://identifiers.org/reactome/R-HSA-204174
R-HSA-2046105,Linoleic acid (LA) metabolism,http://identifiers.org/reactome/R-HSA-2046105
R-HSA-2046106,alpha-linolenic acid (ALA) metabolism,http://identifiers.org/reactome/R-HSA-2046106
R-HSA-204626,Hypusinylation,http://identifiers.org/reactome/R-HSA-204626
R-HSA-205017,NFG and proNGF binds to p75NTR,http://identifiers.org/reactome/R-HSA-205017
R-HSA-205025,NADE modulates death signalling,http://identifiers.org/reactome/R-HSA-205025
R-HSA-205043,NRIF signals cell death from the nucleus,http://identifiers.org/reactome/R-HSA-205043
R-HSA-209543,p75NTR recruits signalling complexes,http://identifiers.org/reactome/R-HSA-209543
R-HSA-209560,NF-kB is activated and signals survival,http://identifiers.org/reactome/R-HSA-209560
R-HSA-209563,Axonal growth stimulation,http://identifiers.org/reactome/R-HSA-209563
R-HSA-209822,Glycoprotein hormones,http://identifiers.org/reactome/R-HSA-209822
R-HSA-209905,Catecholamine biosynthesis,http://identifiers.org/reactome/R-HSA-209905
R-HSA-209931,Serotonin and melatonin biosynthesis,http://identifiers.org/reactome/R-HSA-209931
R-HSA-209952,Peptide hormone biosynthesis,http://identifiers.org/reactome/R-HSA-209952
R-HSA-209968,Thyroxine biosynthesis,http://identifiers.org/reactome/R-HSA-209968
R-HSA-210455,Astrocytic Glutamate-Glutamine Uptake And Metabolism,http://identifiers.org/reactome/R-HSA-210455
R-HSA-210500,Glutamate Neurotransmitter Release Cycle,http://identifiers.org/reactome/R-HSA-210500
R-HSA-210744,Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells,http://identifiers.org/reactome/R-HSA-210744
R-HSA-210745,Regulation of gene expression in beta cells,http://identifiers.org/reactome/R-HSA-210745
R-HSA-210746,Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells,http://identifiers.org/reactome/R-HSA-210746
R-HSA-210747,Regulation of gene expression in early pancreatic precursor cells,http://identifiers.org/reactome/R-HSA-210747
R-HSA-210990,PECAM1 interactions,http://identifiers.org/reactome/R-HSA-210990
R-HSA-210991,Basigin interactions,http://identifiers.org/reactome/R-HSA-210991
R-HSA-210993,Tie2 Signaling,http://identifiers.org/reactome/R-HSA-210993
R-HSA-211163,AKT-mediated inactivation of FOXO1A,http://identifiers.org/reactome/R-HSA-211163
R-HSA-211728,Regulation of PAK-2p34 activity by PS-GAP/RHG10,http://identifiers.org/reactome/R-HSA-211728
R-HSA-211733,Regulation of activated PAK-2p34 by proteasome mediated degradation,http://identifiers.org/reactome/R-HSA-211733
R-HSA-211736,Stimulation of the cell death response by PAK-2p34,http://identifiers.org/reactome/R-HSA-211736
R-HSA-211897,Cytochrome P450 - arranged by substrate type,http://identifiers.org/reactome/R-HSA-211897
R-HSA-211916,Vitamins,http://identifiers.org/reactome/R-HSA-211916
R-HSA-211935,Fatty acids,http://identifiers.org/reactome/R-HSA-211935
R-HSA-211945,Phase I - Functionalization of compounds,http://identifiers.org/reactome/R-HSA-211945
R-HSA-211957,Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2,http://identifiers.org/reactome/R-HSA-211957
R-HSA-211958,Miscellaneous substrates,http://identifiers.org/reactome/R-HSA-211958
R-HSA-211976,Endogenous sterols,http://identifiers.org/reactome/R-HSA-211976
R-HSA-211979,Eicosanoids,http://identifiers.org/reactome/R-HSA-211979
R-HSA-211981,Xenobiotics,http://identifiers.org/reactome/R-HSA-211981
R-HSA-211994,Sterols are 12-hydroxylated by CYP8B1,http://identifiers.org/reactome/R-HSA-211994
R-HSA-211999,CYP2E1 reactions,http://identifiers.org/reactome/R-HSA-211999
R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription,http://identifiers.org/reactome/R-HSA-2122947
R-HSA-2122948,Activated NOTCH1 Transmits Signal to the Nucleus,http://identifiers.org/reactome/R-HSA-2122948
R-HSA-212300,PRC2 methylates histones and DNA,http://identifiers.org/reactome/R-HSA-212300
R-HSA-212436,Generic Transcription Pathway,http://identifiers.org/reactome/R-HSA-212436
R-HSA-212676,Dopamine Neurotransmitter Release Cycle,http://identifiers.org/reactome/R-HSA-212676
R-HSA-212718,EGFR interacts with phospholipase C-gamma,http://identifiers.org/reactome/R-HSA-212718
R-HSA-2129379,Molecules associated with elastic fibres,http://identifiers.org/reactome/R-HSA-2129379
R-HSA-2132295,MHC class II antigen presentation,http://identifiers.org/reactome/R-HSA-2132295
R-HSA-2142670,Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET),http://identifiers.org/reactome/R-HSA-2142670
R-HSA-2142688,Synthesis of 5-eicosatetraenoic acids,http://identifiers.org/reactome/R-HSA-2142688
R-HSA-2142691,Synthesis of Leukotrienes (LT) and Eoxins (EX),http://identifiers.org/reactome/R-HSA-2142691
R-HSA-2142696,Synthesis of Hepoxilins (HX) and Trioxilins (TrX),http://identifiers.org/reactome/R-HSA-2142696
R-HSA-2142700,Synthesis of Lipoxins (LX),http://identifiers.org/reactome/R-HSA-2142700
R-HSA-2142712,Synthesis of 12-eicosatetraenoic acid derivatives,http://identifiers.org/reactome/R-HSA-2142712
R-HSA-2142753,Arachidonic acid metabolism,http://identifiers.org/reactome/R-HSA-2142753
R-HSA-2142770,Synthesis of 15-eicosatetraenoic acid derivatives,http://identifiers.org/reactome/R-HSA-2142770
R-HSA-2142789,Ubiquinol biosynthesis,http://identifiers.org/reactome/R-HSA-2142789
R-HSA-2142816,Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),http://identifiers.org/reactome/R-HSA-2142816
R-HSA-2142850,Hyaluronan biosynthesis and export,http://identifiers.org/reactome/R-HSA-2142850
R-HSA-2151201,Transcriptional activation of mitochondrial biogenesis,http://identifiers.org/reactome/R-HSA-2151201
R-HSA-2151209,Activation of PPARGC1A (PGC-1alpha) by phosphorylation,http://identifiers.org/reactome/R-HSA-2151209
R-HSA-2160456,Phenylketonuria,http://identifiers.org/reactome/R-HSA-2160456
R-HSA-216083,Integrin cell surface interactions,http://identifiers.org/reactome/R-HSA-216083
R-HSA-2160916,Hyaluronan uptake and degradation,http://identifiers.org/reactome/R-HSA-2160916
R-HSA-2161517,Abacavir transmembrane transport,http://identifiers.org/reactome/R-HSA-2161517
R-HSA-2161541,Abacavir metabolism,http://identifiers.org/reactome/R-HSA-2161541
R-HSA-2162123,Synthesis of Prostaglandins (PG) and Thromboxanes (TX),http://identifiers.org/reactome/R-HSA-2162123
R-HSA-2168880,Scavenging of heme from plasma,http://identifiers.org/reactome/R-HSA-2168880
R-HSA-2172127,DAP12 interactions,http://identifiers.org/reactome/R-HSA-2172127
R-HSA-217271,FMO oxidises nucleophiles,http://identifiers.org/reactome/R-HSA-217271
R-HSA-2173788,Downregulation of TGF-beta receptor signaling,http://identifiers.org/reactome/R-HSA-2173788
R-HSA-2173789,TGF-beta receptor signaling activates SMADs,http://identifiers.org/reactome/R-HSA-2173789
R-HSA-2173791,TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),http://identifiers.org/reactome/R-HSA-2173791
R-HSA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,http://identifiers.org/reactome/R-HSA-2173795
R-HSA-2173796,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,http://identifiers.org/reactome/R-HSA-2173796
R-HSA-2179392,EGFR Transactivation by Gastrin,http://identifiers.org/reactome/R-HSA-2179392
R-HSA-2187335,The retinoid cycle in cones (daylight vision),http://identifiers.org/reactome/R-HSA-2187335
R-HSA-2197563,NOTCH2 intracellular domain regulates transcription,http://identifiers.org/reactome/R-HSA-2197563
R-HSA-2206280,MPS IX - Natowicz syndrome,http://identifiers.org/reactome/R-HSA-2206280
R-HSA-2206282,MPS IIIB - Sanfilippo syndrome B,http://identifiers.org/reactome/R-HSA-2206282
R-HSA-2206285,MPS VI - Maroteaux-Lamy syndrome,http://identifiers.org/reactome/R-HSA-2206285
R-HSA-2206290,MPS IV - Morquio syndrome A,http://identifiers.org/reactome/R-HSA-2206290
R-HSA-2206291,MPS IIIC - Sanfilippo syndrome C,http://identifiers.org/reactome/R-HSA-2206291
R-HSA-2206292,MPS VII - Sly syndrome,http://identifiers.org/reactome/R-HSA-2206292
R-HSA-2206296,MPS II - Hunter syndrome,http://identifiers.org/reactome/R-HSA-2206296
R-HSA-2206302,MPS I - Hurler syndrome,http://identifiers.org/reactome/R-HSA-2206302
R-HSA-2206305,MPS IIID - Sanfilippo syndrome D,http://identifiers.org/reactome/R-HSA-2206305
R-HSA-2206307,MPS IIIA - Sanfilippo syndrome A,http://identifiers.org/reactome/R-HSA-2206307
R-HSA-2206308,MPS IV - Morquio syndrome B,http://identifiers.org/reactome/R-HSA-2206308
R-HSA-2214320,Anchoring fibril formation,http://identifiers.org/reactome/R-HSA-2214320
R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,http://identifiers.org/reactome/R-HSA-2219530
R-HSA-2243919,Crosslinking of collagen fibrils,http://identifiers.org/reactome/R-HSA-2243919
R-HSA-2299718,Condensation of Prophase Chromosomes,http://identifiers.org/reactome/R-HSA-2299718
R-HSA-2393930,Phosphate bond hydrolysis by NUDT proteins,http://identifiers.org/reactome/R-HSA-2393930
R-HSA-2395516,Electron transport from NADPH to Ferredoxin,http://identifiers.org/reactome/R-HSA-2395516
R-HSA-2404192,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),http://identifiers.org/reactome/R-HSA-2404192
R-HSA-2408508,"Metabolism of ingested SeMet, Sec, MeSec into H2Se",http://identifiers.org/reactome/R-HSA-2408508
R-HSA-2408522,Selenoamino acid metabolism,http://identifiers.org/reactome/R-HSA-2408522
R-HSA-2408550,Metabolism of ingested H2SeO4 and H2SeO3 into H2Se,http://identifiers.org/reactome/R-HSA-2408550
R-HSA-2408552,Methylation of MeSeH for excretion,http://identifiers.org/reactome/R-HSA-2408552
R-HSA-2408557,Selenocysteine synthesis,http://identifiers.org/reactome/R-HSA-2408557
